Number,Green Foci,Red Foci
1367,21,33
1367,31,43
1367,31,28
1367,41,13
1367,16,38
1367,23,24
1367,61,12
1367,25,47
1368,9,31
1368,2,1
1368,2,2
1369,1,29
1369,1,60
1369,27,48
1369,17,31
1370,2,5
1370,9,15
1370,9,19
1370,3,5
1370,4,164
1370,0,40
1371,8,44
1371,3,8
1371,5,5
1371,22,97
1371,9,103
1371,10,48
1371,6,52
1374,64,26
1374,65,48
1374,43,45
1376,53,92
1376,11,2
1376,23,2
1377,78,98
1377,62,83
1377,4,1
1377,9,0
1377,0,0
1377,1,27
1378,34,14
1378,9,38
1378,42,47
1379,7,12
1379,8,0
1379,6,1
1379,5,7
1379,0,3
1379,1,4
1379,0,0
1379,1,2
1379,11,11
1379,2,0
1379,0,2
1379,0,0
1379,5,26
1379,0,17
1379,0,0
1379,1,6
1379,10,3
1379,3,6
1379,13,11
1379,1,20
1379,16,21
1379,4,13
1379,1,1
1379,0,5
1379,14,7
1379,0,0
1379,2,9
1379,0,4
1379,8,4
1379,0,0
1379,1,4
1379,0,1
1379,1,0
1379,1,9
1379,0,1
1379,3,0
1379,0,3
1379,0,2
1379,0,2
1379,0,1
1379,0,2
1379,4,8
1379,0,1
1379,0,1
1379,0,1
1379,3,82
1379,0,0
1379,0,1
1380,7,0
1380,23,0
1380,13,0
1380,17,0
1380,19,0
1380,5,0
1380,15,0
1380,23,0
1380,22,0
1380,21,0
1380,14,0
1380,12,0
1380,21,0
1380,22,0
1380,24,0
1380,26,0
1380,13,0
1380,24,0
1380,31,0
1380,24,0
1380,17,0
1380,20,0
1380,17,0
1380,29,0
1380,9,0
1380,12,0
1380,39,0
1380,16,0
1380,9,0
1380,6,0
1380,12,0
1380,23,0
1380,21,0
1380,15,0
1380,7,0
1380,12,0
1380,37,0
1380,24,0
1380,17,0
1380,12,0
1380,20,0
1380,26,0
1380,8,0
1380,9,0
1380,14,0
1380,15,0
1380,4,0
1380,17,0
1380,7,0
1380,4,0
1380,11,0
1380,6,0
1380,6,0
1380,17,0
1380,9,0
1380,12,0
1380,15,0
1380,7,0
1380,8,0
1380,5,0
1380,11,0
1380,11,0
1380,12,0
1380,21,0
1380,21,0
1380,14,0
1380,13,0
1380,11,0
1380,25,0
1380,11,0
1380,20,0
1380,16,0
1380,11,0
1380,20,0
1380,20,0
1380,11,0
1380,6,0
1380,21,0
1380,7,0
1380,10,0
1380,37,0
1380,22,0
1380,13,0
1380,12,0
1380,17,0
1380,13,0
1380,22,0
1380,27,0
1380,24,0
1380,12,0
1380,14,0
1381,7,0
1381,0,0
1381,2,0
1381,10,0
1381,9,0
1381,2,0
1381,12,0
1381,10,0
1381,6,0
1381,7,0
1381,21,0
1381,19,0
1381,4,0
1381,5,0
1381,7,0
1381,10,0
1381,12,0
1381,8,0
1381,9,0
1381,3,0
1381,4,0
1381,2,0
1381,2,0
1381,11,0
1381,6,0
1381,39,0
1381,17,0
1381,1,0
1381,5,0
1381,7,0
1381,10,0
1381,11,0
1381,9,0
1381,16,0
1381,8,0
1381,13,0
1381,18,0
1381,19,0
1381,3,0
1381,5,0
1381,10,0
1381,2,0
1381,10,0
1381,15,0
1381,14,0
1381,12,0
1381,22,0
1381,6,0
1381,9,0
1381,23,0
1381,9,0
1381,12,0
1381,2,0
1381,3,0
1381,3,0
1381,2,0
1381,10,0
1381,8,0
1381,0,0
1381,16,0
1381,0,0
1381,0,0
1381,10,0
1381,1,0
1381,0,0
1381,3,0
1381,0,0
1381,5,0
1381,0,0
1381,5,0
1381,1,0
1381,22,0
1381,3,0
1381,2,0
1381,2,0
1381,11,0
1381,6,0
1381,6,0
1381,15,0
1381,2,0
1381,25,0
1381,9,0
1381,2,0
1381,3,0
1381,7,0
1381,3,0
1381,27,0
1381,0,0
1381,2,0
1381,14,0
1381,16,0
1381,23,0
1381,12,0
1381,3,0
1381,25,0
1381,0,0
1381,7,0
1381,12,0
1381,11,0
1381,8,0
1381,9,0
1381,3,0
1381,6,0
1381,3,0
1381,3,0
1381,10,0
1381,30,0
1381,1,0
1381,17,0
1381,21,0
1381,9,0
1381,7,0
1381,9,0
1381,36,0
1381,11,0
1381,10,0
1381,12,0
1381,10,0
1381,2,0
1381,70,0
1381,2,0
1381,8,0
1381,21,0
1381,16,0
1381,25,0
1381,12,0
1381,16,0
1381,7,0
1381,25,0
1381,5,0
1381,11,0
1382,0,0
1382,0,0
1382,4,0
1382,1,0
1382,6,0
1382,3,0
1382,0,0
1382,0,0
1382,0,0
1382,4,0
1382,12,0
1382,10,0
1382,2,0
1382,16,0
1382,8,0
1382,2,0
1382,0,0
1382,6,0
1382,7,0
1382,13,0
1382,2,0
1382,15,0
1382,6,0
1382,25,0
1382,8,0
1382,13,0
1382,26,0
1382,11,0
1382,20,0
1382,1,0
1382,5,0
1382,9,0
1382,15,0
1382,17,0
1382,43,0
1382,0,0
1382,8,0
1382,10,0
1382,1,0
1382,13,0
1382,3,0
1382,1,0
1382,8,0
1382,3,0
1382,11,0
1382,5,0
1382,10,0
1382,10,0
1382,1,0
1382,3,0
1382,7,0
1382,0,0
1382,18,0
1382,2,0
1382,11,0
1382,6,0
1382,21,0
1382,2,0
1382,2,0
1382,0,0
1382,16,0
1382,7,0
1382,8,0
1382,4,0
1382,4,0
1382,2,0
1382,16,0
1382,0,0
1382,13,0
1382,12,0
1382,2,0
1382,0,0
1382,15,0
1382,25,0
1382,13,0
1382,1,0
1382,2,0
1382,14,0
1382,10,0
1382,8,0
1382,8,0
1382,3,0
1382,3,0
1382,0,0
1382,5,0
1382,29,0
1382,19,0
1382,3,0
1382,7,0
1382,5,0
1382,21,0
1382,21,0
1382,5,0
1382,3,0
1382,11,0
1382,18,0
1382,6,0
1382,16,0
1382,25,0
1382,4,0
1382,8,0
1382,9,0
1382,16,0
1382,8,0
1382,4,0
1382,5,0
1382,7,0
1382,9,0
1382,4,0
1382,7,0
1382,6,0
1382,9,0
1383,11,0
1383,9,0
1383,14,0
1383,4,0
1383,3,0
1383,12,0
1383,12,0
1383,12,0
1383,7,0
1383,3,0
1383,3,0
1383,23,0
1383,4,0
1383,6,0
1383,4,0
1383,0,0
1383,6,0
1383,13,0
1383,2,0
1383,7,0
1383,28,0
1383,17,0
1383,9,0
1383,7,0
1383,12,0
1383,3,0
1383,20,0
1383,10,0
1383,9,0
1383,11,0
1383,12,0
1383,15,0
1383,11,0
1383,13,0
1383,9,0
1383,12,0
1383,25,0
1383,14,0
1383,7,0
1383,19,0
1383,3,0
1383,7,0
1383,18,0
1383,15,0
1383,19,0
1383,16,0
1383,9,0
1383,3,0
1383,19,0
1383,4,0
1383,20,0
1384,6,0
1384,22,0
1384,7,0
1384,7,0
1384,10,0
1384,17,0
1384,25,0
1384,10,0
1384,25,0
1384,11,0
1384,10,0
1384,10,0
1384,1,0
1384,8,0
1384,25,0
1384,7,0
1384,8,0
1384,21,0
1384,11,0
1384,0,0
1384,12,0
1384,16,0
1384,12,0
1384,19,0
1384,0,0
1384,18,0
1384,29,0
1384,0,0
1384,29,0
1384,17,0
1384,25,0
1384,14,0
1384,6,0
1384,31,0
1384,10,0
1384,7,0
1384,26,0
1384,15,0
1384,15,0
1384,2,0
1384,14,0
1384,2,0
1384,9,0
1384,9,0
1384,15,0
1384,8,0
1384,24,0
1384,11,0
1384,3,0
1384,12,0
1384,6,0
1384,8,0
1384,4,0
1384,9,0
1384,14,0
1384,21,0
1384,9,0
1384,9,0
1384,15,0
1384,12,0
1384,1,0
1384,9,0
1384,3,0
1384,8,0
1384,15,0
1384,11,0
1384,15,0
1384,13,0
1384,5,0
1384,10,0
1384,11,0
1384,9,0
1384,13,0
1384,11,0
1384,13,0
1384,2,0
1384,13,0
1384,1,0
1384,10,0
1384,2,0
1384,6,0
1384,13,0
1384,6,0
1384,7,0
1384,7,0
1384,13,0
1384,12,0
1384,7,0
1384,14,0
1384,0,0
1384,34,0
1384,10,0
1384,10,0
1384,15,0
1384,16,0
1384,20,0
1384,16,0
1384,8,0
1384,18,0
1384,3,0
1384,23,0
1384,8,0
1384,14,0
1384,5,0
1384,14,0
1384,6,0
1384,9,0
1384,5,0
1384,22,0
1384,7,0
1384,10,0
1384,19,0
1384,9,0
1384,22,0
1384,19,0
1384,12,0
1384,2,0
1384,13,0
1384,17,0
1384,5,0
1384,24,0
1384,10,0
1384,24,0
1384,8,0
1384,22,0
1384,22,0
1384,14,0
1384,0,0
1384,5,0
1384,19,0
1384,12,0
1384,8,0
1384,16,0
1384,67,0
1384,3,0
1384,4,0
1385,0,0
1385,3,0
1385,0,0
1385,1,0
1385,3,0
1385,2,0
1385,6,0
1385,1,0
1385,3,0
1385,26,0
1385,8,0
1385,10,0
1385,9,0
1385,5,0
1385,7,0
1385,16,0
1385,6,0
1385,9,0
1385,2,0
1385,13,0
1385,7,0
1385,17,0
1385,4,0
1385,13,0
1386,7,0
1386,23,0
1386,13,0
1386,17,0
1386,19,0
1386,5,0
1386,15,0
1386,23,0
1386,22,0
1386,21,0
1386,14,0
1386,12,0
1386,21,0
1386,22,0
1386,24,0
1386,26,0
1386,13,0
1386,24,0
1386,31,0
1386,24,0
1386,17,0
1386,20,0
1386,17,0
1386,29,0
1386,9,0
1386,12,0
1386,39,0
1386,16,0
1386,9,0
1386,6,0
1386,12,0
1386,23,0
1386,21,0
1386,15,0
1386,7,0
1386,12,0
1386,37,0
1386,24,0
1386,17,0
1386,12,0
1386,20,0
1386,26,0
1386,8,0
1386,9,0
1386,14,0
1386,15,0
1386,4,0
1386,17,0
1386,7,0
1386,4,0
1386,11,0
1386,6,0
1386,6,0
1386,17,0
1386,9,0
1386,12,0
1386,15,0
1386,7,0
1386,8,0
1386,5,0
1386,11,0
1386,11,0
1386,12,0
1386,21,0
1386,21,0
1386,14,0
1386,13,0
1386,11,0
1386,25,0
1386,11,0
1386,20,0
1386,16,0
1386,11,0
1386,20,0
1386,20,0
1386,11,0
1386,6,0
1386,21,0
1386,7,0
1386,10,0
1386,37,0
1386,22,0
1386,13,0
1386,12,0
1386,17,0
1386,13,0
1386,22,0
1386,27,0
1386,24,0
1386,12,0
1386,14,0
1387,7,0
1387,0,0
1387,2,0
1387,10,0
1387,9,0
1387,2,0
1387,12,0
1387,10,0
1387,6,0
1387,7,0
1387,21,0
1387,19,0
1387,4,0
1387,5,0
1387,7,0
1387,10,0
1387,12,0
1387,8,0
1387,9,0
1387,3,0
1387,4,0
1387,2,0
1387,2,0
1387,11,0
1387,6,0
1387,39,0
1387,17,0
1387,1,0
1387,5,0
1387,7,0
1387,10,0
1387,11,0
1387,9,0
1387,16,0
1387,8,0
1387,13,0
1387,18,0
1387,19,0
1387,3,0
1387,5,0
1387,10,0
1387,2,0
1387,10,0
1387,15,0
1387,14,0
1387,12,0
1387,22,0
1387,6,0
1387,9,0
1387,23,0
1387,9,0
1387,12,0
1387,2,0
1387,3,0
1387,3,0
1387,2,0
1387,10,0
1387,8,0
1387,0,0
1387,16,0
1387,0,0
1387,0,0
1387,10,0
1387,1,0
1387,0,0
1387,3,0
1387,0,0
1387,5,0
1387,0,0
1387,5,0
1387,1,0
1387,22,0
1387,3,0
1387,2,0
1387,2,0
1387,11,0
1387,6,0
1387,6,0
1387,15,0
1387,2,0
1387,25,0
1387,9,0
1387,2,0
1387,3,0
1387,7,0
1387,3,0
1387,27,0
1387,0,0
1387,2,0
1387,14,0
1387,16,0
1387,23,0
1387,12,0
1387,3,0
1387,25,0
1387,0,0
1387,7,0
1387,12,0
1387,11,0
1387,8,0
1387,9,0
1387,3,0
1387,6,0
1387,3,0
1387,3,0
1387,10,0
1387,30,0
1387,1,0
1387,17,0
1387,21,0
1387,9,0
1387,7,0
1387,9,0
1387,36,0
1387,11,0
1387,10,0
1387,12,0
1387,10,0
1387,2,0
1387,70,0
1387,2,0
1387,8,0
1387,21,0
1387,16,0
1387,25,0
1387,12,0
1387,16,0
1387,7,0
1387,25,0
1387,5,0
1387,11,0
1388,0,0
1388,0,0
1388,4,0
1388,1,0
1388,6,0
1388,3,0
1388,0,0
1388,0,0
1388,0,0
1388,4,0
1388,12,0
1388,10,0
1388,2,0
1388,16,0
1388,8,0
1388,2,0
1388,0,0
1388,6,0
1388,7,0
1388,13,0
1388,2,0
1388,15,0
1388,6,0
1388,25,0
1388,8,0
1388,13,0
1388,26,0
1388,11,0
1388,20,0
1388,1,0
1388,5,0
1388,9,0
1388,15,0
1388,17,0
1388,43,0
1388,0,0
1388,8,0
1388,10,0
1388,1,0
1388,13,0
1388,3,0
1388,1,0
1388,8,0
1388,3,0
1388,11,0
1388,5,0
1388,10,0
1388,10,0
1388,1,0
1388,3,0
1388,7,0
1388,0,0
1388,18,0
1388,2,0
1388,11,0
1388,6,0
1388,21,0
1388,2,0
1388,2,0
1388,0,0
1388,16,0
1388,7,0
1388,8,0
1388,4,0
1388,4,0
1388,2,0
1388,16,0
1388,0,0
1388,13,0
1388,12,0
1388,2,0
1388,0,0
1388,15,0
1388,25,0
1388,13,0
1388,1,0
1388,2,0
1388,14,0
1388,10,0
1388,8,0
1388,8,0
1388,3,0
1388,3,0
1388,0,0
1388,5,0
1388,29,0
1388,19,0
1388,3,0
1388,7,0
1388,5,0
1388,21,0
1388,21,0
1388,5,0
1388,3,0
1388,11,0
1388,18,0
1388,6,0
1388,16,0
1388,25,0
1388,4,0
1388,8,0
1388,9,0
1388,16,0
1388,8,0
1388,4,0
1388,5,0
1388,7,0
1388,9,0
1388,4,0
1388,7,0
1388,6,0
1388,9,0
1389,33,12
1389,32,46
1389,13,16
1389,77,51
1389,58,54
1389,3,35
1389,7,31
1390,12,0
1390,6,0
1390,8,0
1390,8,0
1390,33,0
1390,1,0
1390,8,0
1390,19,0
1390,7,0
1390,5,0
1390,22,0
1390,4,0
1390,17,0
1390,17,0
1390,6,0
1390,18,0
1390,16,0
1390,23,0
1390,18,0
1390,13,0
1390,11,0
1390,25,0
1390,15,0
1390,15,0
1390,17,0
1390,18,0
1390,18,0
1390,22,0
1390,21,0
1390,10,0
1390,20,0
1390,11,0
1390,11,0
1390,8,0
1390,11,0
1390,12,0
1390,21,0
1390,10,0
1390,15,0
1390,23,0
1390,19,0
1390,11,0
1390,10,0
1390,6,0
1390,17,0
1390,17,0
1390,6,0
1390,8,0
1390,14,0
1390,7,0
1390,17,0
1390,9,0
1390,17,0
1390,21,0
1390,13,0
1390,16,0
1390,4,0
1390,4,0
1390,15,0
1390,19,0
1390,10,0
1390,21,0
1390,6,0
1390,10,0
1390,1,0
1390,13,0
1390,20,0
1390,19,0
1390,12,0
1390,21,0
1390,11,0
1390,8,0
1390,17,0
1390,18,0
1390,15,0
1390,11,0
1390,17,0
1390,16,0
1390,0,0
1390,26,0
1390,14,0
1390,11,0
1390,10,0
1390,24,0
1390,18,0
1393,9,25
1393,43,22
1393,23,15
1393,71,58
1393,17,35
1393,24,49
1393,36,30
1394,16,36
1394,22,9
1394,45,41
1395,29,28
1395,12,30
1395,29,55
1395,62,18
1395,31,27
1396,20,18
1396,36,68
1396,65,29
1396,6,39
1396,30,18
1396,38,63
1396,55,16
1396,25,27
1396,20,17
1396,5,19
1397,66,45
1397,40,23
1397,0,25
1399,61,21
1399,16,48
1399,12,37
1400,59,12
1400,19,48
1401,34,47
1401,32,53
1401,33,34
1401,13,22
1401,57,11
1402,29,38
1402,30,17
1402,41,49
1403,28,26
1403,50,28
1403,26,31
1403,27,51
1404,33,30
1404,48,22
1404,37,32
1404,22,33
1404,19,53
1405,52,59
1405,21,44
1405,17,21
1405,17,54
1405,54,22
1405,19,48
1405,30,14
1405,38,12
1406,42,13
1406,53,49
1406,20,48
1406,32,25
1406,28,39
1406,15,7
1407,47,22
1407,39,49
1407,33,41
1407,12,21
1408,33,36
1408,42,10
1408,29,62
1408,13,18
1409,32,24
1409,39,50
1410,14,27
1410,32,26
1411,14,4
1411,17,56
1411,54,28
1411,37,43
1412,23,31
1412,30,5
1412,9,49
1412,11,52
1412,31,31
1412,66,24
1413,49,47
1413,18,17
1414,36,14
1414,36,34
1414,24,48
1415,38,41
1415,29,42
1415,19,62
1415,10,6
1415,39,11
1416,63,29
1416,43,15
1416,30,58
1416,40,38
1416,15,67
1416,77,36
1416,37,57
1417,6,28
1417,65,48
1417,7,10
1417,15,37
1418,17,20
1418,4,18
1418,39,68
1418,93,27
1418,0,41
1418,7,21
1419,29,30
1419,33,36
1419,19,21
1419,32,42
1419,74,41
1419,18,34
1420,45,57
1420,11,41
1420,46,56
1420,60,10
1421,54,71
1421,17,23
1421,33,20
1421,12,44
1421,16,44
1421,45,4
1422,53,47
1422,49,22
1422,27,51
1422,2,37
1423,19,63
1423,21,52
1423,38,20
1423,31,8
1423,25,24
1423,55,45
1424,36,35
1425,40,35
1425,43,57
1425,38,41
1425,80,30
1425,9,32
1425,5,3
1425,17,14
1426,20,30
1426,8,15
1426,39,12
1426,24,59
1426,57,47
1427,16,28
1427,13,50
1427,32,10
1427,18,68
1427,65,25
1427,23,7
1427,55,4
1428,45,38
1428,5,19
1428,66,6
1428,0,23
1428,25,40
1428,28,42
1429,83,49
1429,12,37
1429,34,34
1429,11,44
1429,22,38
1429,49,20
1430,50,44
1430,32,40
1430,26,10
1430,26,20
1431,7,22
1431,39,36
1431,30,32
1431,20,35
1431,35,40
1432,16,49
1432,5,60
1432,31,2
1432,22,1
1433,12,22
1433,44,42
1434,6,41
1434,16,44
1434,29,17
1434,64,49
1434,20,28
1436,1,12
1436,1,38
1436,96,72
1436,0,14
1436,56,41
1437,51,51
1437,24,28
1437,32,27
1437,36,33
1438,49,60
1438,64,74
1438,41,54
1438,10,30
1438,58,39
1438,31,1
1438,39,32
1438,5,8
1438,5,4
1439,48,33
1439,22,36
1439,46,47
1439,14,71
1439,34,26
1439,40,19
1439,16,48
1439,35,3
1439,22,33
1440,25,30
1440,18,35
1440,57,29
1440,29,64
1440,42,36
1440,21,34
1440,23,14
1441,29,30
1441,40,29
1441,39,35
1441,30,40
1442,0,0
1442,51,46
1442,19,31
1442,77,45
1442,32,46
1442,8,43
1443,27,34
1444,27,33
1445,39,24
1445,19,76
1445,23,1
1446,58,44
1446,2,28
1447,33,43
1447,50,54
1447,21,29
1447,42,39
1447,29,20
1448,52,30
1448,12,41
1448,38,54
1448,42,9
1449,27,24
1449,50,36
1449,34,44
1450,30,31
1450,45,45
1451,31,36
1452,63,25
1452,24,47
1452,21,32
1453,43,85
1453,53,17
1455,39,40
1455,24,27
1456,23,17
1456,36,23
1456,31,40
1456,32,42
1456,36,52
1456,75,8
1456,57,32
1456,22,26
1456,19,39
1456,7,27
1456,13,28
1457,36,9
1457,45,43
1457,20,17
1457,30,54
1457,33,56
1457,76,7
1457,19,27
1457,21,39
1457,13,17
1457,4,24
1458,11,26
1458,30,39
1458,31,38
1458,38,31
1458,35,33
1459,7,45
1459,33,20
1459,42,16
1459,38,63
1460,33,37
1460,25,31
1462,28,58
1462,25,30
1462,42,60
1462,61,27
1462,43,19
1463,23,28
1463,60,22
1463,42,47
1463,22,22
1463,25,21
1464,18,26
1464,53,17
1464,23,17
1464,33,60
1464,21,35
1465,29,28
1466,11,38
1466,40,49
1466,20,37
1466,23,35
1466,56,15
1467,30,34
1468,41,17
1468,19,32
1469,50,44
1469,53,52
1469,8,26
1470,35,24
1470,8,14
1471,38,69
1471,51,13
1471,36,44
1471,31,46
1471,34,26
1471,2,2
1472,36,9
1472,36,38
1472,35,42
1473,41,40
1474,1,33
1474,52,21
1474,36,32
1474,57,58
1474,36,22
1475,38,44
1475,20,27
1475,42,44
1475,31,40
1475,9,32
1475,48,51
1475,45,38
1475,14,28
1475,5,22
1475,10,4
1475,43,12
1476,35,50
1476,39,35
1476,29,26
1476,48,42
1477,15,3
1477,15,42
1477,27,49
1477,58,35
1477,31,29
1478,23,49
1478,25,12
1479,35,36
1480,25,42
1480,67,25
1480,52,5
1480,8,41
1480,15,32
1480,12,24
1481,49,47
1481,50,52
1481,21,26
1483,34,25
1483,3,28
1484,40,40
1484,31,32
1485,11,37
1485,47,7
1485,24,52
1487,37,14
1487,18,36
1487,52,46
1487,4,32
1488,58,60
1489,28,46
1489,55,33
1490,8,11
1490,69,65
1491,19,15
1492,27,27
1493,56,35
1493,43,64
1493,8,37
1493,23,9
1493,18,5
1494,56,35
1494,43,64
1494,8,37
1494,23,9
1494,18,5
1495,45,44
1495,12,25
1496,44,44
1496,41,35
1496,20,40
1497,44,44
1497,41,35
1497,20,40
1498,18,50
1498,43,19
1498,35,38
1501,27,35
1501,36,34
1502,27,35
1502,36,34
1503,75,31
1503,50,24
1503,10,31
1503,3,30
1503,14,63
1503,66,33
1503,2,5
1504,20,16
1504,76,69
1504,28,37
1504,13,20
1504,16,45
1504,73,16
1504,38,50
1504,12,31
1504,2,5
1505,79,2
1505,43,57
1505,58,6
1505,29,61
1505,13,62
1505,3,38
1506,3,35
1506,41,15
1506,80,14
1506,24,56
1506,44,60
1506,16,16
1506,43,49
1506,13,35
1507,31,25
1507,11,35
1508,39,7
1508,9,3
1508,40,26
1508,9,0
1508,1,26
1508,3,6
1508,39,21
1508,11,3
1509,25,44
1509,19,38
1509,29,37
1509,68,26
1510,10,20
1510,7,45
1510,59,31
1510,38,58
1510,44,45
1510,53,23
1510,37,44
1511,23,51
1511,13,49
1511,63,17
1511,52,28
1511,24,56
1511,23,37
1511,71,6
1511,24,47
1511,35,40
1512,50,9
1512,48,64
1512,5,50
1512,54,68
1512,73,58
1512,18,16
1513,21,57
1513,31,42
1513,7,56
1513,34,27
1513,96,10
1513,63,32
1513,14,27
1513,7,26
1513,5,14
1513,14,34
1515,45,16
1515,12,40
1515,60,58
1516,46,60
1516,3,16
1516,61,41
1516,10,65
1516,38,14
1516,21,8
1516,28,58
1516,58,37
1516,47,4
1517,17,5
1517,27,63
1517,50,17
1517,56,42
1517,3,51
1517,3,20
1518,31,53
1518,43,15
1518,39,35
1519,32,51
1519,78,71
1519,21,27
1519,31,14
1519,15,13
1521,14,37
1521,37,14
1522,26,23
1522,32,53
1523,15,11
1523,22,40
1523,14,36
1523,27,43
1523,26,57
1523,35,17
1523,75,0
1523,26,44
1524,2,12
1524,3,46
1524,84,52
1524,77,44
1524,62,24
1524,13,53
1525,20,54
1525,16,23
1525,20,45
1525,65,10
1525,40,17
1525,1,2
1525,47,25
1526,16,40
1526,49,42
1526,52,5
1526,22,38
1526,19,43
1526,76,18
1526,1,21
1526,24,17
1526,7,14
1526,29,14
1526,31,16
1527,33,6
1527,37,63
1527,11,60
1527,68,78
1527,36,56
1527,14,12
1527,93,31
1527,68,34
1527,3,19
1527,18,0
1528,42,19
1528,68,46
1528,16,55
1528,17,14
1528,85,43
1528,34,64
1528,48,55
1528,84,52
1528,42,27
1528,4,32
1528,8,17
1528,17,38
1528,16,41
1529,102,18
1529,35,25
1529,22,8
1529,25,63
1529,18,21
1529,35,16
1529,20,27
1529,25,43
1529,21,47
1529,13,25
1529,59,16
1529,32,31
1529,0,30
1530,33,42
1530,43,50
1530,51,63
1530,18,3
1530,28,8
1530,19,27
1530,19,31
1530,20,40
1530,41,48
1530,84,23
1531,22,49
1531,18,29
1531,34,38
1531,11,19
1531,49,47
1531,35,19
1531,20,24
1532,54,13
1532,61,24
1532,53,15
1532,12,59
1532,2,13
1532,15,49
1532,8,20
1533,28,25
1534,99,37
1534,4,38
1534,26,36
1534,33,39
1534,18,27
1535,29,22
1535,142,126
1535,23,30
1535,20,52
1535,51,25
1535,23,36
1535,3,26
1536,9,13
1536,52,31
1536,2,33
1536,23,54
1536,40,17
1536,35,45
1536,43,21
1537,36,52
1537,36,20
1538,30,65
1538,52,23
1538,27,24
1538,29,12
1539,57,19
1539,70,52
1539,19,55
1539,43,62
1539,10,51
1539,32,27
1539,25,45
1539,37,7
1539,26,5
1540,35,49
1540,2,35
1540,33,45
1540,73,11
1540,13,24
1540,80,3
1540,18,35
1540,17,47
1540,38,26
1540,23,43
1540,33,42
1541,26,52
1541,50,46
1541,96,13
1541,25,44
1541,10,20
1541,4,34
1541,6,13
1542,47,16
1542,40,40
1542,40,40
1542,6,42
1542,26,26
1542,10,40
1542,30,8
1543,49,23
1543,12,42
1543,48,43
1543,42,33
1543,11,55
1543,55,9
1544,48,18
1544,68,18
1544,31,50
1544,15,60
1544,34,48
1544,46,24
1544,80,1
1544,38,34
1544,18,26
1544,0,27
1544,0,21
1545,28,36
1546,46,40
1546,37,51
1546,15,22
1546,52,29
1546,28,31
1546,57,31
1546,5,50
1546,8,2
1546,17,41
1546,12,54
1546,61,1
1547,37,68
1547,17,55
1547,90,22
1547,52,27
1547,4,16
1547,44,29
1547,21,49
1547,18,43
1547,14,52
1547,7,42
1547,10,5
1547,55,10
1547,79,54
1548,0,48
1548,29,52
1548,73,10
1548,66,116
1548,61,4
1548,5,1
1548,43,19
1548,36,36
1549,22,59
1549,14,25
1549,44,15
1549,21,70
1549,59,3
1549,47,13
1549,21,13
1549,53,15
1549,4,35
1549,51,59
1550,51,40
1550,94,65
1550,50,57
1550,32,60
1550,6,4
1550,6,31
1551,20,58
1551,73,30
1551,40,29
1551,21,8
1551,30,23
1551,6,27
1551,41,49
1552,25,32
1552,37,34
1552,54,37
1552,28,34
1552,12,32
1552,57,40
1553,31,30
1553,36,44
1553,21,23
1554,11,58
1554,9,36
1554,48,26
1554,40,58
1554,26,48
1554,48,19
1554,58,8
1554,21,40
1554,51,19
1555,32,44
1555,3,48
1555,43,27
1555,8,16
1555,36,42
1555,28,25
1555,2,11
1555,24,31
1556,70,59
1556,9,20
1556,12,21
1557,26,34
1558,64,25
1558,33,47
1558,66,12
1558,18,18
1558,20,42
1558,21,66
1558,49,25
1558,6,41
1559,43,20
1559,8,47
1559,14,11
1559,66,60
1559,28,37
1559,29,30
1560,13,55
1560,15,44
1560,5,10
1560,75,28
1560,61,41
1560,61,20
1560,22,34
1560,22,30
1561,48,4
1561,28,43
1561,11,38
1561,43,40
1561,42,20
1561,7,9
1562,40,55
1562,93,75
1562,3,17
1562,46,1
1562,51,54
1562,1,10
1562,20,31
1563,70,25
1563,58,62
1563,9,13
1563,37,17
1563,35,51
1563,2,12
1563,1,25
1563,0,47
1563,55,23
1564,42,40
1564,61,52
1564,52,27
1564,8,53
1565,23,38
1565,19,41
1565,43,15
1565,35,46
1565,105,51
1565,0,21
1565,23,51
1565,75,24
1566,35,52
1566,36,18
1566,26,29
1566,68,20
1566,23,48
1566,43,41
1566,29,46
1566,12,33
1567,85,22
1567,2,11
1567,19,43
1567,71,27
1567,14,48
1567,8,43
1568,0,0
1568,72,49
1568,58,52
1568,0,19
1568,23,33
1568,50,45
1569,30,23
1570,6,22
1570,18,9
1570,51,40
1570,112,75
1570,25,9
1570,4,27
1570,0,22
1570,10,31
1571,47,41
1571,17,43
1571,43,43
1571,22,26
1571,75,1
1571,2,42
1572,59,32
1572,4,11
1572,23,36
1572,41,11
1572,3,28
1572,50,42
1572,31,59
1572,20,21
1573,49,11
1573,20,15
1573,48,64
1573,35,60
1573,12,23
1573,36,4
1574,41,42
1574,13,32
1574,51,20
1575,30,36
1575,32,38
1575,38,15
1576,83,31
1576,12,29
1576,3,37
1576,8,17
1577,68,4
1577,23,36
1577,50,66
1577,25,35
1577,43,44
1577,16,36
1577,11,43
1577,31,53
1577,7,10
1578,56,38
1578,57,41
1578,44,39
1578,34,18
1578,21,50
1578,7,35
1578,30,49
1579,34,33
1579,33,48
1580,44,53
1580,14,48
1580,13,46
1580,56,10
1580,13,21
1581,40,40
1581,27,36
1581,16,45
1581,34,16
1582,54,2
1582,49,55
1582,40,59
1582,27,28
1582,30,46
1582,37,43
1583,23,45
1583,25,33
1583,28,57
1583,66,31
1583,27,47
1583,64,16
1583,8,45
1583,42,17
1583,31,29
1583,0,15
1583,45,1
